,Innings Player,Innings Wickets Taken,last_five_matches_wickets,Average over bowled in 5 mts,total maiden over last 5 mts,Average runs conceed in last 5 mts,Average economy last 5 mts,match year 2018 or not,home away,oppo,fast or spin
2283,Mohammed Shami,5,15.0,7.6,3.0,37.2,4.272,1.0,0.0,1.0,1.0
2284,HH Pandya,0,10.0,7.0,3.0,47.2,5.84,1.0,0.0,1.0,1.0
2285,Mohammed Shami,5,10.0,7.4,3.0,47.8,5.148000000000001,1.0,0.0,1.0,1.0
2286,HH Pandya,3,13.0,10.0,2.0,53.6,5.92,1.0,0.0,0.0,1.0
2287,Mohammed Shami,1,10.0,9.4,2.0,58.2,6.154,1.0,0.0,0.0,1.0
2288,Mohammed Shami,1,14.0,9.6,1.0,68.6,7.160000000000001,1.0,0.0,0.0,1.0
2289,Mohammed Shami,1,16.0,9.0,1.0,68.4,7.290000000000001,1.0,0.0,0.0,1.0
2290,HH Pandya,3,8.0,10.0,0.0,60.0,6.0,1.0,0.0,0.0,1.0
2291,JJ Bumrah,4,15.0,10.0,1.0,39.2,4.040000000000001,1.0,0.0,0.0,1.0
2292,JJ Bumrah,4,12.0,9.2,2.0,48.4,4.840000000000001,1.0,0.0,0.0,1.0
2293,HH Pandya,3,6.0,9.0,2.0,60.0,6.0,1.0,0.0,0.0,1.0
2294,JJ Bumrah,4,18.0,10.0,3.0,50.6,5.0600000000000005,1.0,0.0,0.0,1.0
2295,PJ Cummins,1,7.0,7.8,3.0,29.8,3.8880000000000003,1.0,0.0,1.0,1.0
2296,HH Pandya,1,8.0,10.0,2.0,58.0,5.8,1.0,0.0,0.0,1.0
2297,JJ Bumrah,3,9.0,10.0,3.0,49.2,4.92,1.0,0.0,0.0,1.0
2298,MA Starc,2,7.0,9.0,3.0,36.0,3.91,1.0,0.0,1.0,1.0
2299,MA Starc,2,6.0,9.0,2.0,39.2,4.228,1.0,0.0,1.0,1.0
2300,MP Stoinis,0,5.0,2.6,2.0,16.8,5.694,1.0,0.0,1.0,1.0
2301,MA Starc,2,6.0,8.8,2.0,45.8,5.002000000000001,1.0,0.0,1.0,1.0
2302,RA Jadeja,1,5.0,10.0,0.0,47.8,4.779999999999999,1.0,0.0,0.0,0.0
2303,HH Pandya,1,7.0,10.0,0.0,56.0,5.6,1.0,0.0,0.0,1.0
2304,RA Jadeja,1,9.0,10.0,0.0,43.0,4.3,1.0,0.0,0.0,0.0
2305,Kuldeep Yadav,1,8.0,10.0,0.0,61.8,6.256,1.0,0.0,0.0,0.0
2306,JJ Bumrah,3,8.0,10.0,2.0,47.8,4.779999999999999,1.0,0.0,0.0,1.0
2307,PJ Cummins,1,6.0,7.2,2.0,34.8,4.33,1.0,0.0,1.0,1.0
2308,JJ Bumrah,3,5.0,10.0,4.0,44.2,4.42,1.0,0.0,0.0,1.0
2309,MP Stoinis,0,3.0,2.4,4.0,14.8,6.132,1.0,0.0,1.0,1.0
2310,Kuldeep Yadav,1,4.0,10.0,4.0,66.4,6.640000000000001,1.0,0.0,0.0,0.0
2311,Kuldeep Yadav,1,4.0,9.8,2.0,63.6,6.36,1.0,0.0,0.0,0.0
2312,MP Stoinis,0,4.0,3.2,2.0,16.2,6.197999999999999,1.0,0.0,1.0,1.0
2313,PJ Cummins,1,7.0,7.0,0.0,45.2,5.33,1.0,0.0,1.0,1.0
2314,HH Pandya,1,7.0,10.0,0.0,54.0,5.4,1.0,0.0,0.0,1.0
2315,RA Jadeja,1,7.0,10.0,0.0,42.0,4.2,1.0,0.0,0.0,0.0
2316,HH Pandya,1,5.0,10.0,0.0,53.0,5.3,1.0,0.0,1.0,1.0
2317,JJ Bumrah,1,5.0,10.0,1.0,41.0,4.1,1.0,0.0,1.0,1.0
2318,RA Jadeja,1,5.0,10.0,1.0,39.8,3.9799999999999995,1.0,0.0,1.0,0.0
2319,JJ Bumrah,1,5.0,10.0,2.0,37.8,3.7800000000000002,1.0,0.0,1.0,1.0
2320,JJ Bumrah,1,8.0,10.0,3.0,38.2,3.8200000000000003,1.0,0.0,1.0,1.0
2321,HH Pandya,1,5.0,10.0,3.0,52.0,5.2,1.0,0.0,1.0,1.0
2322,RA Jadeja,1,7.0,10.0,2.0,37.6,3.7600000000000002,1.0,0.0,1.0,0.0
2323,RA Jadeja,1,9.0,10.0,2.0,36.4,3.6399999999999997,1.0,0.0,1.0,0.0
2324,HH Pandya,1,5.0,10.0,1.0,53.0,5.3,1.0,0.0,1.0,1.0
2325,MP Stoinis,0,2.0,2.4,0.0,16.4,6.298,1.0,0.0,1.0,1.0
2326,PJ Cummins,1,2.0,7.8,0.0,49.2,5.8340000000000005,1.0,0.0,1.0,1.0
2327,MA Starc,1,2.0,9.0,0.0,54.6,6.0200000000000005,1.0,0.0,1.0,1.0
2328,MP Stoinis,0,3.0,2.6,0.0,16.6,6.398000000000001,1.0,0.0,1.0,1.0
2329,PJ Cummins,1,5.0,8.0,0.0,53.2,6.338000000000001,1.0,0.0,1.0,1.0
2330,PJ Cummins,1,5.0,8.2,0.0,46.8,5.8420000000000005,1.0,0.0,1.0,1.0
2331,MA Starc,1,5.0,9.0,0.0,63.4,7.037999999999999,1.0,0.0,1.0,1.0
2332,MA Starc,1,5.0,9.0,0.0,65.6,7.281999999999999,1.0,0.0,1.0,1.0
2333,MP Stoinis,0,4.0,2.6,0.0,15.4,6.4319999999999995,1.0,0.0,1.0,1.0
2334,Kuldeep Yadav,1,2.0,5.2,0.0,49.8,5.220000000000001,1.0,0.0,0.0,0.0
2335,RA Jadeja,0,1.0,4.6,0.0,29.6,4.040000000000001,1.0,0.0,0.0,0.0
2336,Mohammed Shami,0,1.0,5.4,0.0,55.6,6.242,1.0,0.0,0.0,1.0
2337,Kuldeep Yadav,1,1.0,6.8,0.0,36.0,4.08,1.0,0.0,0.0,0.0
2338,Mohammed Shami,0,1.0,6.6,0.0,42.8,5.194,1.0,0.0,0.0,1.0
2339,Mohammed Shami,0,3.0,8.0,0.0,30.2,4.016,1.0,0.0,0.0,1.0
2340,RA Jadeja,0,3.0,8.2,0.0,22.8,4.4399999999999995,1.0,0.0,0.0,0.0
2341,Kuldeep Yadav,1,3.0,8.4,0.0,25.0,3.22,1.0,0.0,0.0,0.0
2342,RA Jadeja,0,2.0,6.4,0.0,17.2,4.96,1.0,0.0,0.0,0.0
2343,RA Jadeja,1,7.0,2.8,0.0,13.4,5.029999999999999,1.0,0.0,0.0,0.0
2344,Mohammed Shami,2,8.0,6.0,0.0,24.4,3.4799999999999995,1.0,0.0,0.0,1.0
2345,Kuldeep Yadav,2,7.0,6.8,0.0,25.2,3.2400000000000007,1.0,0.0,0.0,0.0
2346,RA Jadeja,1,8.0,2.2,0.0,9.6,5.1,1.0,0.0,0.0,0.0
2347,Mohammed Shami,2,7.0,5.0,0.0,18.6,2.944,1.0,0.0,0.0,1.0
2348,RA Jadeja,1,8.0,3.4,0.0,11.4,4.65,1.0,0.0,0.0,0.0
2349,Kuldeep Yadav,2,9.0,5.2,0.0,25.4,3.2600000000000002,1.0,0.0,0.0,0.0
2350,Kuldeep Yadav,2,5.0,5.2,0.0,36.6,4.140000000000001,1.0,0.0,0.0,0.0
2351,Mohammed Shami,2,4.0,5.2,0.0,25.4,3.586,1.0,0.0,0.0,1.0
2352,Mohammed Shami,2,8.0,7.4,1.0,34.4,4.682,1.0,0.0,0.0,1.0
2353,RA Jadeja,1,7.0,4.6,1.0,15.4,4.49,1.0,0.0,0.0,0.0
2354,Mohammed Shami,2,7.0,7.6,2.0,43.4,5.7780000000000005,1.0,0.0,0.0,1.0
2355,Mohammed Shami,2,8.0,6.8,3.0,45.6,6.232,1.0,0.0,0.0,1.0
2356,RA Jadeja,1,7.0,3.6,3.0,19.4,4.33,1.0,0.0,0.0,0.0
2357,RA Jadeja,1,8.0,4.4,2.0,21.6,4.619999999999999,1.0,0.0,0.0,0.0
2358,ZE Green,0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
2359,ZE Green,0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2360,ZE Green,0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2361,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2362,ZE Green,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2363,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2364,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2365,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2366,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2367,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2368,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2369,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2370,Mohammed Shami,1,2.0,8.2,1.0,49.2,6.523999999999999,1.0,1.0,0.0,1.0
2371,Mohammed Shami,1,1.0,7.6,2.0,52.8,6.816,1.0,1.0,0.0,1.0
2372,Kuldeep Yadav,0,1.0,8.4,2.0,45.0,4.74,1.0,1.0,0.0,0.0
2373,RA Jadeja,0,1.0,5.8,2.0,30.2,5.029999999999999,1.0,1.0,0.0,0.0
2374,Mohammed Shami,1,2.0,7.8,3.0,54.2,6.653999999999999,1.0,1.0,0.0,1.0
2375,RA Jadeja,0,2.0,7.0,2.0,38.8,5.44,1.0,1.0,0.0,0.0
2376,RA Jadeja,0,2.0,8.0,1.0,45.2,5.5600000000000005,1.0,1.0,0.0,0.0
2377,Kuldeep Yadav,0,2.0,10.0,1.0,53.4,5.340000000000001,1.0,1.0,0.0,0.0
2378,Kuldeep Yadav,0,1.0,10.0,1.0,50.6,5.0600000000000005,1.0,1.0,0.0,0.0
2379,Mohammed Shami,3,12.0,8.2,0.0,52.0,6.265999999999999,1.0,1.0,0.0,1.0
2380,Mohammed Shami,3,12.0,7.8,0.0,49.8,5.878,1.0,1.0,0.0,1.0
2381,RA Jadeja,2,11.0,10.0,0.0,54.8,6.0,1.0,1.0,0.0,0.0
2382,Kuldeep Yadav,3,12.0,10.0,0.0,49.2,4.92,1.0,1.0,0.0,0.0
2383,SN Thakur,1,10.0,6.4,0.0,45.8,8.544,1.0,1.0,0.0,1.0
2384,Kuldeep Yadav,3,10.0,10.0,0.0,47.8,4.779999999999999,1.0,1.0,0.0,0.0
2385,SN Thakur,1,6.0,6.0,0.0,46.6,8.898,1.0,1.0,0.0,1.0
2386,Kuldeep Yadav,3,11.0,10.0,0.0,49.2,4.92,1.0,1.0,0.0,0.0
2387,RA Jadeja,2,8.0,10.0,0.0,64.4,6.4399999999999995,1.0,1.0,0.0,0.0
2388,RA Jadeja,2,5.0,9.0,0.0,67.6,6.76,1.0,1.0,0.0,0.0
2389,Mohammed Shami,3,4.0,8.2,0.0,46.2,5.651999999999999,1.0,1.0,0.0,1.0
2390,SN Thakur,1,9.0,5.6,0.0,49.4,8.222,1.0,1.0,0.0,1.0
2391,RA Jadeja,1,3.0,10.0,0.0,66.8,6.68,1.0,0.0,0.0,0.0
2392,Mohammed Shami,1,2.0,8.2,2.0,48.0,5.706,1.0,0.0,0.0,1.0
2393,Kuldeep Yadav,0,2.0,10.0,2.0,53.6,5.359999999999999,1.0,0.0,0.0,0.0
2394,RA Jadeja,1,3.0,10.0,2.0,66.0,6.6,1.0,0.0,0.0,0.0
2395,Kuldeep Yadav,0,3.0,10.0,2.0,58.0,5.8,1.0,0.0,0.0,0.0
2396,SN Thakur,1,7.0,9.2,2.0,54.4,7.492,1.0,0.0,0.0,1.0
2397,Mohammed Shami,1,5.0,8.0,2.0,49.8,5.760000000000001,1.0,0.0,0.0,1.0
2398,Mohammed Shami,1,4.0,8.8,4.0,55.2,6.040000000000001,1.0,0.0,0.0,1.0
2399,SN Thakur,1,9.0,8.8,4.0,59.4,6.7620000000000005,1.0,0.0,0.0,1.0
2400,SN Thakur,1,9.0,7.6,4.0,61.6,6.708,1.0,0.0,0.0,1.0
2401,RA Jadeja,1,11.0,10.0,4.0,62.0,6.2,1.0,0.0,0.0,0.0
2402,Kuldeep Yadav,0,4.0,10.0,2.0,61.0,6.1,1.0,0.0,0.0,0.0
2403,ZE Green,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2404,ZE Green,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2405,ZE Green,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2406,ZE Green,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2407,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2408,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2409,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2410,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2411,ZE Green,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2412,JJ Bumrah,0,3.0,8.8,0.0,40.8,4.508,1.0,1.0,1.0,1.0
2413,RA Jadeja,0,3.0,9.2,0.0,55.4,5.744000000000001,1.0,1.0,1.0,0.0
2414,SN Thakur,0,3.0,8.0,0.0,59.2,7.054,1.0,1.0,1.0,1.0
2415,Kuldeep Yadav,0,0.0,10.0,0.0,61.6,6.16,1.0,1.0,1.0,0.0
2416,SN Thakur,0,3.0,7.0,0.0,56.8,7.4,1.0,1.0,1.0,1.0
2417,JJ Bumrah,0,0.0,8.2,0.0,43.4,5.196,1.0,1.0,1.0,1.0
2418,MA Starc,3,3.0,9.6,0.0,65.0,7.0920000000000005,1.0,1.0,1.0,1.0
2419,MA Starc,3,4.0,9.4,0.0,64.4,6.901999999999999,1.0,1.0,1.0,1.0
2420,RA Jadeja,0,3.0,8.8,0.0,48.8,5.288000000000001,1.0,1.0,1.0,0.0
2421,Mohammed Shami,0,0.0,8.2,0.0,59.0,6.5120000000000005,1.0,1.0,1.0,1.0
2422,Kuldeep Yadav,0,1.0,10.0,0.0,62.2,6.220000000000001,1.0,1.0,1.0,0.0
2423,SN Thakur,0,3.0,8.6,0.0,52.2,7.8,1.0,1.0,1.0,1.0
2424,RA Jadeja,0,2.0,9.6,0.0,46.2,5.232000000000001,1.0,1.0,1.0,0.0
2425,PJ Cummins,2,2.0,8.0,1.0,42.4,5.256,1.0,1.0,1.0,1.0
2426,MA Starc,3,7.0,9.2,1.0,61.6,6.468000000000001,1.0,1.0,1.0,1.0
2427,Mohammed Shami,0,7.0,8.8,1.0,62.8,6.983999999999999,1.0,1.0,1.0,1.0
2428,A Zampa,1,8.0,8.6,1.0,61.4,7.256,1.0,1.0,1.0,0.0
2429,PJ Cummins,2,8.0,8.8,2.0,38.0,4.67,1.0,1.0,1.0,1.0
2430,PJ Cummins,2,4.0,8.2,2.0,40.0,4.58,1.0,1.0,1.0,1.0
2431,A Zampa,1,4.0,9.4,2.0,62.0,6.65,1.0,1.0,1.0,0.0
2432,Mohammed Shami,0,4.0,8.8,2.0,61.2,7.175999999999999,1.0,1.0,1.0,1.0
2433,A Zampa,1,4.0,9.6,2.0,59.0,6.2,1.0,1.0,1.0,0.0
2434,Kuldeep Yadav,0,6.0,10.0,1.0,59.8,5.9799999999999995,1.0,1.0,1.0,0.0
2435,JJ Bumrah,0,2.0,9.4,0.0,45.6,5.843999999999999,1.0,1.0,1.0,1.0
2436,PJ Cummins,0,6.0,10.0,1.0,43.8,4.67,1.0,1.0,1.0,1.0
2437,JJ Bumrah,1,10.0,8.0,3.0,44.2,5.7620000000000005,1.0,1.0,1.0,1.0
2438,MA Starc,0,9.0,10.0,3.0,63.2,6.473999999999999,1.0,1.0,1.0,1.0
2439,A Zampa,3,11.0,10.0,3.0,55.4,5.6899999999999995,1.0,1.0,1.0,0.0
2440,JJ Bumrah,1,8.0,8.2,5.0,42.8,5.68,1.0,1.0,1.0,1.0
2441,RA Jadeja,2,8.0,9.2,4.0,47.0,5.312,1.0,1.0,1.0,0.0
2442,A Zampa,3,7.0,10.0,2.0,51.8,5.18,1.0,1.0,1.0,0.0
2443,Kuldeep Yadav,2,6.0,10.0,2.0,59.4,5.9399999999999995,1.0,1.0,1.0,0.0
2444,MA Starc,0,6.0,10.0,2.0,64.8,6.4799999999999995,1.0,1.0,1.0,1.0
2445,JJ Bumrah,1,9.0,7.8,2.0,39.2,4.95,1.0,1.0,1.0,1.0
2446,RA Jadeja,2,12.0,8.8,2.0,47.8,5.392,1.0,1.0,1.0,0.0
2447,A Zampa,3,8.0,9.8,2.0,51.2,5.12,1.0,1.0,1.0,0.0
2448,RA Jadeja,2,8.0,8.8,2.0,51.2,5.5280000000000005,1.0,1.0,1.0,0.0
2449,Mohammed Shami,3,9.0,8.8,2.0,63.4,7.395999999999999,1.0,1.0,1.0,1.0
2450,PJ Cummins,0,8.0,10.0,1.0,47.6,4.76,1.0,1.0,1.0,1.0
2451,PJ Cummins,0,8.0,9.4,2.0,49.4,4.94,1.0,1.0,1.0,1.0
2452,Mohammed Shami,3,8.0,8.2,2.0,65.6,7.616,1.0,1.0,1.0,1.0
2453,Mohammed Shami,3,5.0,8.2,2.0,69.4,7.644,1.0,1.0,1.0,1.0
2454,Kuldeep Yadav,2,5.0,10.0,2.0,59.0,5.9,1.0,1.0,1.0,0.0
2455,MA Starc,0,3.0,9.8,1.0,69.2,6.92,1.0,1.0,1.0,1.0
2456,Kuldeep Yadav,2,10.0,10.0,0.0,61.0,6.1,1.0,1.0,1.0,0.0
2457,A Zampa,1,4.0,10.0,0.0,49.4,4.94,1.0,1.0,1.0,0.0
2458,RA Jadeja,2,5.0,10.0,1.0,51.8,5.384,1.0,1.0,1.0,0.0
2459,A Zampa,1,5.0,10.0,1.0,47.6,4.76,1.0,1.0,1.0,0.0
2460,MA Starc,0,5.0,9.4,1.0,71.2,7.266,1.0,1.0,1.0,1.0
2461,JR Hazlewood,1,5.0,9.4,2.0,51.2,5.176,1.0,1.0,1.0,1.0
2462,Mohammed Shami,4,7.0,10.0,2.0,70.4,7.392,1.0,1.0,1.0,1.0
2463,Mohammed Shami,4,10.0,10.0,1.0,71.4,7.140000000000001,1.0,1.0,1.0,1.0
2464,PJ Cummins,0,4.0,8.8,1.0,53.4,5.888,1.0,1.0,1.0,1.0
2465,PJ Cummins,0,3.0,8.2,1.0,57.4,6.836,1.0,1.0,1.0,1.0
2466,JR Hazlewood,1,3.0,9.6,1.0,53.8,5.492,1.0,1.0,1.0,1.0
2467,RA Jadeja,2,6.0,10.0,2.0,52.4,5.239999999999999,1.0,1.0,1.0,0.0
2468,JJ Bumrah,0,2.0,9.6,2.0,36.8,4.282,1.0,1.0,1.0,1.0
2469,JJ Bumrah,0,3.0,8.8,2.0,34.4,3.614,1.0,1.0,1.0,1.0
2470,Kuldeep Yadav,1,5.0,10.0,2.0,62.4,6.24,1.0,1.0,1.0,0.0
2471,Kuldeep Yadav,1,6.0,10.0,1.0,63.8,6.38,1.0,1.0,1.0,0.0
2472,A Zampa,1,5.0,10.0,0.0,46.4,4.640000000000001,1.0,1.0,1.0,0.0
2473,MA Starc,0,3.0,9.8,0.0,73.2,7.611999999999999,1.0,1.0,1.0,1.0
2474,Kuldeep Yadav,1,4.0,10.0,0.0,63.2,6.319999999999999,1.0,1.0,1.0,0.0
2475,RA Jadeja,2,6.0,9.6,1.0,49.6,4.959999999999999,1.0,1.0,1.0,0.0
2476,MA Starc,0,2.0,9.6,1.0,70.8,7.517999999999999,1.0,1.0,1.0,1.0
2477,Mohammed Shami,4,6.0,9.4,1.0,68.6,6.859999999999999,1.0,1.0,1.0,1.0
2478,PJ Cummins,0,6.0,9.4,1.0,59.6,7.604000000000001,1.0,1.0,1.0,1.0
2479,JJ Bumrah,0,5.0,9.4,1.0,35.6,3.6760000000000006,1.0,1.0,1.0,1.0
2480,JR Hazlewood,1,4.0,9.8,1.0,54.2,5.588,1.0,1.0,1.0,1.0
2481,SN Thakur,1,3.0,7.4,1.0,55.0,8.256,1.0,0.0,1.0,1.0
2482,Kuldeep Yadav,2,4.0,10.0,1.0,67.0,6.7,1.0,0.0,1.0,0.0
2483,RA Jadeja,0,3.0,10.0,1.0,50.8,5.08,1.0,0.0,1.0,0.0
2484,Kuldeep Yadav,2,3.0,10.0,1.0,70.8,7.08,1.0,0.0,1.0,0.0
2485,RA Jadeja,0,1.0,10.0,0.0,52.0,5.2,1.0,0.0,1.0,0.0
2486,JJ Bumrah,0,2.0,10.0,1.0,39.8,4.038,1.0,0.0,1.0,1.0
2487,JJ Bumrah,0,3.0,10.0,2.0,44.0,4.4,1.0,0.0,1.0,1.0
2488,Mohammed Shami,1,8.0,9.8,2.0,65.8,6.694,1.0,0.0,1.0,1.0
2489,SN Thakur,1,5.0,6.6,2.0,57.8,8.712,1.0,0.0,1.0,1.0
2490,Mohammed Shami,1,4.0,9.4,2.0,63.0,6.5280000000000005,1.0,0.0,1.0,1.0
2491,Mohammed Shami,1,5.0,9.6,1.0,63.0,6.642,1.0,0.0,1.0,1.0
2492,SN Thakur,1,11.0,6.8,0.0,65.2,8.768,1.0,0.0,1.0,1.0
2493,RA Jadeja,0,10.0,10.0,0.0,56.0,5.6,1.0,0.0,1.0,0.0
2494,Kuldeep Yadav,2,10.0,10.0,0.0,75.2,7.5200000000000005,1.0,0.0,1.0,0.0
2495,JJ Bumrah,0,4.0,9.8,1.0,47.0,4.7,1.0,0.0,1.0,1.0
2496,JJ Bumrah,0,5.0,10.0,1.0,52.2,5.220000000000001,1.0,0.0,1.0,1.0
2497,RA Jadeja,1,5.0,10.0,1.0,54.2,5.42,1.0,0.0,1.0,0.0
2498,RA Jadeja,1,6.0,10.0,1.0,52.4,5.24,1.0,0.0,1.0,0.0
2499,SN Thakur,2,5.0,9.4,2.0,68.6,8.248000000000001,1.0,0.0,1.0,1.0
2500,SN Thakur,2,5.0,9.6,2.0,72.0,7.728,1.0,0.0,1.0,1.0
2501,RA Jadeja,1,5.0,10.0,2.0,46.6,4.66,1.0,0.0,1.0,0.0
2502,SN Thakur,2,6.0,8.4,3.0,68.0,7.152000000000001,1.0,0.0,1.0,1.0
2503,JJ Bumrah,0,4.0,10.0,3.0,57.4,5.739999999999999,1.0,0.0,1.0,1.0
2504,JJ Bumrah,0,5.0,10.0,2.0,59.6,5.959999999999999,1.0,0.0,1.0,1.0
2505,RA Jadeja,1,5.0,10.0,1.0,42.8,4.279999999999999,1.0,1.0,1.0,0.0
2506,JJ Bumrah,0,5.0,10.0,1.0,59.0,5.9,1.0,1.0,1.0,1.0
2507,RA Jadeja,1,4.0,10.0,0.0,39.0,3.9,1.0,1.0,1.0,0.0
2508,SN Thakur,1,4.0,9.6,0.0,69.4,7.274000000000001,1.0,1.0,1.0,1.0
2509,SN Thakur,1,4.0,9.6,0.0,70.8,7.396000000000001,1.0,1.0,1.0,1.0
2510,RA Jadeja,1,4.0,10.0,0.0,41.0,4.1,1.0,1.0,1.0,0.0
2511,JJ Bumrah,0,4.0,10.0,0.0,58.4,5.840000000000001,1.0,1.0,1.0,1.0
2512,JJ Bumrah,0,3.0,10.0,0.0,55.6,5.5600000000000005,1.0,1.0,1.0,1.0
2513,SN Thakur,1,3.0,9.4,0.0,76.2,8.094000000000001,1.0,1.0,1.0,1.0
2514,PJ Cummins,3,7.0,8.2,0.0,58.0,7.444,1.0,1.0,1.0,1.0
2515,MA Starc,2,7.0,9.4,0.0,67.0,7.138,1.0,1.0,1.0,1.0
2516,A Zampa,0,6.0,10.0,0.0,46.0,4.6000000000000005,1.0,1.0,1.0,0.0
2517,A Zampa,0,7.0,10.0,0.0,45.6,4.5600000000000005,1.0,1.0,1.0,0.0
2518,PJ Cummins,3,6.0,8.2,0.0,56.4,7.284000000000001,1.0,1.0,1.0,1.0
2519,JR Hazlewood,1,3.0,9.4,0.0,56.2,5.788,1.0,1.0,1.0,1.0
2520,JR Hazlewood,1,3.0,9.4,0.0,58.2,5.988,1.0,1.0,1.0,1.0
2521,MA Starc,2,8.0,9.4,0.0,63.2,6.758,1.0,1.0,1.0,1.0
2522,PJ Cummins,1,6.0,9.4,1.0,55.4,6.636,1.0,0.0,1.0,1.0
2523,MA Starc,1,9.0,9.4,1.0,60.6,6.406000000000001,1.0,0.0,1.0,1.0
2524,PJ Cummins,1,7.0,8.8,2.0,54.4,5.9879999999999995,1.0,0.0,1.0,1.0
2525,MA Starc,1,8.0,9.4,2.0,58.0,6.054,1.0,0.0,1.0,1.0
2526,A Zampa,2,7.0,10.0,2.0,46.4,4.640000000000001,1.0,0.0,1.0,0.0
2527,A Zampa,2,10.0,10.0,1.0,47.2,4.720000000000001,1.0,0.0,1.0,0.0
2528,A Zampa,1,6.0,10.0,1.0,47.4,4.74,1.0,0.0,1.0,0.0
2529,A Zampa,1,5.0,10.0,0.0,46.8,4.68,1.0,0.0,1.0,0.0
2530,JR Hazlewood,2,6.0,9.6,1.0,54.6,5.572,1.0,0.0,1.0,1.0
2531,JR Hazlewood,2,7.0,9.8,2.0,51.0,5.156,1.0,0.0,1.0,1.0
2532,MA Starc,0,9.0,9.0,2.0,51.4,5.53,1.0,0.0,1.0,1.0
2533,JR Hazlewood,2,8.0,10.0,2.0,47.4,4.74,1.0,0.0,1.0,1.0
2534,PJ Cummins,3,10.0,9.6,4.0,46.6,4.784000000000001,1.0,0.0,1.0,1.0
2535,A Zampa,2,9.0,9.6,3.0,47.2,4.970000000000001,1.0,0.0,1.0,0.0
